"Type","Name","Website","Marketplace","lat","lon"
"Seller","The Gruden Group","http://www.gruden.com","https://marketplace.service.gov.au/supplier/178",-33.8694217014933,151.209904233742
"Seller","The Information Access Group","http://www.informationaccessgroup.com","https://marketplace.service.gov.au/supplier/13",-37.9159335355172,145.129339312921
"Seller","The Mark Agency","http://www.themarkagency.com.au","https://marketplace.service.gov.au/supplier/277",-35.2720476545779,149.13492950721
"Seller","The NTF Group","http://www.ntf.com.au","https://marketplace.service.gov.au/supplier/278",-33.8686608212303,151.209715439583
"Seller","The Recruitment Hive","http://www.recruitmenthive.com.au","https://marketplace.service.gov.au/supplier/37",-35.6327154528379,149.011996894027
"Seller","ThinkPlace","http://www.thinkplace.com.au","https://marketplace.service.gov.au/supplier/279",-35.3164093519134,149.143997587532
"Seller","Thinkstream","http://www.thinkstream.com.au","https://marketplace.service.gov.au/supplier/280",-35.3066156920423,149.110370110115
"Seller","ThoughtWorks","http://www.thoughtworks.com","https://marketplace.service.gov.au/supplier/282",-33.8696634308553,151.210101713845
"Seller","Threefold Partners","http://www.thinkthreefold.com","https://marketplace.service.gov.au/supplier/38",-37.8420513951452,144.949755703045
"Seller","Tigerspike","http://www.tigerspike.com.au","https://marketplace.service.gov.au/supplier/270",-33.8867925665928,151.210246070036
"Seller","TNS","http://www.tnsglobal.com","https://marketplace.service.gov.au/supplier/39",-33.8386765993425,151.206257078883
"Seller","Tobias & Tobias","http://www.tobiasandtobias.com.au","https://marketplace.service.gov.au/supplier/284",-33.7823053816492,151.261346732066
"Seller","TP&G Solutions P/L",NA,"https://marketplace.service.gov.au/supplier/272",-35.3836714141407,149.06389634026
"Seller","U1 Group","http://www.u1group.com","https://marketplace.service.gov.au/supplier/87",-37.8329976874398,144.963831356539
"Seller","ustwo","http://www.ustwo.com","https://marketplace.service.gov.au/supplier/285",-33.8863342625536,151.210839653457
"Seller","Valtech","http://www.valtech.com","https://marketplace.service.gov.au/supplier/286",-33.885822171855,151.199226003536
"Seller","Velvet Onion","http://www.velvetonion.com","https://marketplace.service.gov.au/supplier/287",-33.8860105723217,151.211515376573
"Seller","Veritec","http://www.veritec.com.au","https://marketplace.service.gov.au/supplier/288",-35.2423244607383,149.07714158473
"Seller","Vision Australia","http://www.visionaustralia.org","https://marketplace.service.gov.au/supplier/88",-33.8901941032723,151.091494292469
"Seller","Visual Metrics","http://www.visualmetrics.com.au","https://marketplace.service.gov.au/supplier/289",-33.884878349008,151.226133692492
"Seller","Voxpop Enterprises Pty Ltd",NA,"https://marketplace.service.gov.au/supplier/49",-35.1673300118815,149.143664135475
"Seller","Weave Web Communications","http://www.weaveweb.com.au","https://marketplace.service.gov.au/supplier/89",-37.7689322819761,144.979689402206
"Seller","Whizdom Pty Ltd","http://www.whizdom.com.au","https://marketplace.service.gov.au/supplier/290",-35.2216549805584,149.105993734369
"Seller","Wunderman-Bienalto","http://www.bienalto.com","https://marketplace.service.gov.au/supplier/114",-33.869509717317,151.208737206467
"Seller","Zen Ex Machina","http://www.zenexmachina.com","https://marketplace.service.gov.au/supplier/133",-35.3256640181648,149.136847356857
"Seller","Zoak Solutions","http://www.zoak.solutions","https://marketplace.service.gov.au/supplier/297",-37.8149286452333,144.962969425661
"Seller","Zoodata","http://www.zoodata.com.au","https://marketplace.service.gov.au/supplier/19",-31.953095834303,115.860912068465
